indice,tempo_s,resultado,latencia_ms
538,8.690,rejeitado_conexao_fechada,0.825
539,8.721,rejeitado_conexao_fechada,21.389
540,8.737,rejeitado_conexao_fechada,16.353
541,8.753,rejeitado_conexao_fechada,15.868
542,8.769,rejeitado_conexao_fechada,16.013
543,8.784,rejeitado_conexao_fechada,15.373
544,8.785,rejeitado_conexao_fechada,0.863
545,8.816,rejeitado_conexao_fechada,21.613
546,8.833,rejeitado_conexao_fechada,16.509
547,8.848,rejeitado_conexao_fechada,15.413
548,8.869,rejeitado_conexao_fechada,20.640
549,8.888,rejeitado_conexao_fechada,18.895
550,8.905,rejeitado_conexao_fechada,17.518
551,8.921,rejeitado_conexao_fechada,15.845
552,8.937,rejeitado_conexao_fechada,15.826
553,8.953,rejeitado_conexao_fechada,16.041
554,8.969,rejeitado_conexao_fechada,15.960
555,8.991,rejeitado_conexao_fechada,21.868
556,9.007,rejeitado_conexao_fechada,16.195
557,9.023,rejeitado_conexao_fechada,16.422
558,9.039,rejeitado_conexao_fechada,15.882
559,9.055,rejeitado_conexao_fechada,15.236
560,9.070,rejeitado_conexao_fechada,15.933
561,9.087,rejeitado_conexao_fechada,16.199
562,9.102,rejeitado_conexao_fechada,15.327
563,9.117,rejeitado_conexao_fechada,15.307
564,9.118,rejeitado_conexao_fechada,0.573
565,9.140,rejeitado_conexao_fechada,12.145
566,9.154,rejeitado_conexao_fechada,14.561
567,9.172,rejeitado_conexao_fechada,17.875
568,9.189,rejeitado_conexao_fechada,16.321
569,9.189,rejeitado_conexao_fechada,0.888
570,9.201,rejeitado_conexao_fechada,1.369
571,9.234,rejeitado_conexao_fechada,25.072
572,9.253,rejeitado_conexao_fechada,18.697
573,9.268,rejeitado_conexao_fechada,15.222
574,9.286,rejeitado_conexao_fechada,17.455
575,9.287,rejeitado_conexao_fechada,0.898
576,9.320,rejeitado_conexao_fechada,23.744
577,9.336,rejeitado_conexao_fechada,15.936
578,9.356,rejeitado_conexao_fechada,20.434
