indice,tempo_s,resultado,latencia_ms
579,8.700,rejeitado_conexao_fechada,16.229
580,8.716,rejeitado_conexao_fechada,15.972
581,8.732,rejeitado_conexao_fechada,16.092
582,8.749,rejeitado_conexao_fechada,16.323
583,8.764,rejeitado_conexao_fechada,15.328
584,8.780,rejeitado_conexao_fechada,15.831
585,8.802,rejeitado_conexao_fechada,22.093
586,8.818,rejeitado_conexao_fechada,15.791
587,8.835,rejeitado_conexao_fechada,16.862
588,8.835,rejeitado_conexao_fechada,0.571
589,8.858,rejeitado_conexao_fechada,13.021
590,8.870,rejeitado_conexao_fechada,11.202
591,8.885,rejeitado_conexao_fechada,15.557
592,8.901,rejeitado_conexao_fechada,15.975
593,8.917,rejeitado_conexao_fechada,15.828
594,8.932,rejeitado_conexao_fechada,15.423
595,8.952,rejeitado_conexao_fechada,19.096
596,8.952,rejeitado_conexao_fechada,0.750
597,8.986,rejeitado_conexao_fechada,24.111
598,8.987,rejeitado_conexao_fechada,0.863
599,9.018,rejeitado_conexao_fechada,21.820
600,9.019,rejeitado_conexao_fechada,0.909
601,9.052,rejeitado_conexao_fechada,23.196
602,9.068,rejeitado_conexao_fechada,15.886
603,9.085,rejeitado_conexao_fechada,16.851
604,9.102,rejeitado_conexao_fechada,16.821
605,9.120,rejeitado_conexao_fechada,17.933
606,9.135,rejeitado_conexao_fechada,15.386
607,9.136,rejeitado_conexao_fechada,0.930
608,9.166,rejeitado_conexao_fechada,20.532
609,9.183,rejeitado_conexao_fechada,17.293
610,9.198,rejeitado_conexao_fechada,15.167
611,9.218,rejeitado_conexao_fechada,19.651
612,9.236,rejeitado_conexao_fechada,17.901
613,9.252,rejeitado_conexao_fechada,15.924
614,9.271,rejeitado_conexao_fechada,18.725
615,9.272,rejeitado_conexao_fechada,1.005
616,9.302,rejeitado_conexao_fechada,20.786
617,9.318,rejeitado_conexao_fechada,15.712
618,9.334,rejeitado_conexao_fechada,16.130
619,9.353,rejeitado_conexao_fechada,19.063
620,9.354,rejeitado_conexao_fechada,0.697
621,9.385,rejeitado_conexao_fechada,21.672
622,9.401,rejeitado_conexao_fechada,16.082
623,9.418,rejeitado_conexao_fechada,16.393
624,9.434,rejeitado_conexao_fechada,16.272
625,9.450,rejeitado_conexao_fechada,15.716
626,9.466,rejeitado_conexao_fechada,16.029
627,9.467,rejeitado_conexao_fechada,0.901
628,9.497,rejeitado_conexao_fechada,19.689
629,9.518,rejeitado_conexao_fechada,20.882
630,9.536,rejeitado_conexao_fechada,17.781
631,9.551,rejeitado_conexao_fechada,15.786
632,9.552,rejeitado_conexao_fechada,0.846
633,9.583,rejeitado_conexao_fechada,21.244
634,9.599,rejeitado_conexao_fechada,16.289
635,9.616,rejeitado_conexao_fechada,16.442
636,9.617,rejeitado_conexao_fechada,0.831
637,9.627,rejeitado_conexao_fechada,0.759
638,9.654,rejeitado_conexao_fechada,17.566
639,9.670,rejeitado_conexao_fechada,16.382
640,9.686,rejeitado_conexao_fechada,16.092
641,9.702,rejeitado_conexao_fechada,15.700
642,9.720,rejeitado_conexao_fechada,17.557
643,9.736,rejeitado_conexao_fechada,15.911
644,9.736,rejeitado_conexao_fechada,0.680
645,9.758,rejeitado_conexao_fechada,11.899
646,9.769,rejeitado_conexao_fechada,11.452
647,9.770,rejeitado_conexao_fechada,0.625
648,9.803,rejeitado_conexao_fechada,23.193
649,9.819,rejeitado_conexao_fechada,15.846
650,9.835,rejeitado_conexao_fechada,16.602
651,9.852,rejeitado_conexao_fechada,16.003
652,9.868,rejeitado_conexao_fechada,16.153
653,9.887,rejeitado_conexao_fechada,18.848
654,9.902,rejeitado_conexao_fechada,15.349
655,9.903,rejeitado_conexao_fechada,0.852
656,9.913,rejeitado_conexao_fechada,0.614
657,9.936,rejeitado_conexao_fechada,13.704
658,9.951,rejeitado_conexao_fechada,14.958
659,9.968,rejeitado_conexao_fechada,16.621
660,9.983,rejeitado_conexao_fechada,15.183
661,9.984,rejeitado_conexao_fechada,0.980
662,9.994,rejeitado_conexao_fechada,1.024
